timestamp,experiment,iteration,audio_duration_s,arrival_time_s,asr_start_time_s,asr_finish_time_s,queue_wait_ms,service_time_ms,e2e_latency_ms,rtf,queue_depth_at_arrival,queue_depth_at_start,cpu_percent,cpu_freq_mhz,cpu_temp_c,rss_mb,success,error
2026-09-11T17:16:03.270,exp3_3.00x,3,17.302,11.534748292993754,14.300730396993458,21.434159540978726,2765.982103999704,7133.429143985268,9899.411247984972,0.41228928123831166,1,0,100.22441478576285,2800.0,54.0,390.328125,True,
2026-09-11T17:16:10.407,exp3_3.00x,4,17.302,17.30207374499878,21.434713945986005,28.570926073996816,4132.640200987225,7136.212128010811,11268.852328998037,0.4124501287718652,1,0,100.04542242957496,2800.0,54.0,354.015625,True,
2026-09-11T17:16:17.546,exp3_3.00x,5,17.302,23.06940591399325,28.57145764498273,35.70960067099077,5502.0517309894785,7138.143026008038,12640.194756997516,0.4125617284711616,1,0,100.01839321433721,2800.0,54.0,354.125,True,
2026-09-11T17:16:24.676,exp3_3.00x,6,17.302,28.836783593986183,35.71015546398121,42.83996247799951,6873.371869995026,7129.807014018297,14003.178884013323,0.4120799337659402,1,1,100.27521022276457,2800.0,55.1,354.296875,True,
2026-09-11T17:16:31.793,exp3_3.00x,7,17.302,34.60408698898391,42.84054538299097,49.9569921179791,8236.458394007059,7116.446734988131,15352.90512899519,0.411307752571271,2,1,100.04173856581876,2800.0,53.45,354.296875,True,
2026-09-11T17:16:38.920,exp3_3.00x,8,17.302,40.37141000799602,49.957589651981834,57.08367723997799,9586.179643985815,7126.087587996153,16712.26723198197,0.41186496289424074,2,1,100.18685835498125,2800.0,54.0,354.296875,True,
2026-09-11T17:16:46.100,exp3_3.00x,9,17.302,46.138756353000645,57.084262755000964,64.26385788197513,10945.50640200032,7179.595126974164,18125.101528974483,0.41495752670062214,2,1,100.13676390917819,2800.0,54.55,354.484375,True,
2026-09-11T17:16:53.320,exp3_3.00x,10,17.302,51.90607639399241,64.26443585997913,71.48390104499413,12358.359465986723,7219.465185014997,19577.82465100172,0.41726188793289776,2,2,99.99935986573382,2800.0,55.1,354.5,True,
2026-09-11T17:17:00.460,exp3_3.00x,11,17.302,57.67341000199667,71.48447939398466,78.62380371999461,13811.069391987985,7139.324326009955,20950.39371799794,0.4126300038151633,2,2,100.14146027488634,2800.0,54.0,354.5,True,
2026-09-11T17:17:07.609,exp3_3.00x,12,17.302,63.44076399199548,78.62437640197459,85.77323617300135,15183.612409979105,7148.859771026764,22332.47218100587,0.41318112189496964,3,2,100.00800645924676,2800.0,55.1,354.5,True,
